id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1005000059000033,286.8154,61.251,292.7334,55.333,280.8975,55.333,301.6104,46.4561,269.0615,43.4971,316.4053,67.1689,242.4307,64.21,337.1182,102.6768,206.9229,105.6357,319.3643,144.1025,218.7588,161.8564,295.6924,155.9385,254.2666,155.9385,304.5693,229.9131,254.2666,223.9951,289.7744,271.3389,260.1846,271.3389
1003000099000877,564.5156,240.5781,573.7864,249.849,569.151,231.3073,569.151,273.026,564.5156,231.3073,532.0677,286.9323,518.1614,259.1198,453.2656,314.7448,448.6302,314.7448,369.8281,300.8385,360.5573,286.9323,388.3698,277.6614,388.3698,263.7552,351.2865,147.8698,355.9219,147.8698,253.9427,55.1615,253.9427,55.1615
1001000043000083,130.8203,214.2266,123.4766,214.2266,123.4766,221.5703,119.8047,210.5547,127.1484,250.9453,167.5391,206.8828,178.5547,254.6172,229.9609,184.8516,244.6484,272.9766,277.6953,181.1797,307.0703,280.3203,277.6953,192.1953,288.7109,228.9141,325.4297,133.4453,354.8047,155.4766,395.1953,60.0078,373.1641,225.2422
1007000018000739,301.252,33.9121,308.2441,26.9199,294.2598,26.9199,318.7324,37.4082,283.7715,37.4082,339.709,82.8574,269.7871,82.8574,336.2129,145.7871,266.291,145.7871,318.7324,201.7246,287.2676,198.2285,325.7246,184.2441,280.2754,180.748,339.709,254.166,262.7949,254.166,346.7012,317.0957,259.2988,317.0957
1006000014000097,299.9307,69.4678,304.208,65.1904,297.792,65.1904,308.4854,69.4678,291.376,69.4678,314.9014,92.9932,282.8213,90.8545,334.1494,112.2412,265.7119,114.3799,355.5361,131.4893,246.4639,135.7666,310.624,148.5986,287.0986,148.5986,308.4854,191.3721,287.0986,191.3721,306.3467,236.2842,287.0986,234.1455
1002000021000071,37.2961,134.067,40.4291,18.836,94.6654,237.4677,163.6709,95.9474,114.2194,152.7044,174.7374,187.2858,68.2603,56.9932,51.9702,211.0489,136.9018,167.8351,142.0433,97.2037,8.1015,119.3189,90.2237,80.9168,108.5099,290.0581,39.231,181.8037,74.895,312.7492,116.2217,-34.7893,98.105,137.289
1009000009001081,370.9844,190.2969,374.5781,197.4844,374.5781,193.8906,392.5469,165.1406,388.9531,179.5156,360.2031,139.9844,356.6094,168.7344,313.4844,172.3281,338.6406,240.6094,367.3906,201.0781,385.3594,233.4219,259.5781,132.7969,252.3906,157.9531,180.5156,172.3281,176.9219,183.1094,112.2344,175.9219,101.4531,183.1094
1003000030000461,136.6396,236.1592,126.9326,236.1592,126.9326,245.8662,131.7861,265.2803,131.7861,270.1338,180.3213,255.5732,185.1748,279.8408,257.9775,255.5732,253.124,304.1084,316.2197,255.5732,316.2197,299.2549,311.3662,260.4268,311.3662,270.1338,403.583,221.5986,398.7295,207.0381,515.2139,226.4521,520.0674,211.8916
1007000078000384,305.7344,38.3906,312.2969,31.8281,305.7344,35.1094,328.7031,35.1094,322.1406,38.3906,338.5469,64.6406,325.4219,64.6406,302.4531,110.5781,302.4531,117.1406,292.6094,77.7656,292.6094,87.6094,348.3906,153.2344,335.2656,153.2344,331.9844,222.1406,331.9844,225.4219,345.1094,300.8906,335.2656,281.2031
1005000019000364,206.4753,87.7878,218.6237,71.5899,190.2773,75.6393,238.8711,75.6393,170.03,75.6393,267.2174,144.4805,145.7331,140.431,307.7122,229.5195,109.2878,233.569,332.0091,306.4596,84.9909,306.4596,226.7227,237.6185,170.03,233.569,210.5247,286.2122,174.0794,298.3607,186.2279,302.4102,165.9805,298.3607
1002000022000135,451.7271,79.9456,458.5927,99.1147,221.9498,103.1069,433.4317,66.033,423.5836,67.904,541.3873,50.82,151.0713,143.8787,420.1235,149.9029,711.5913,132.691,321.2029,244.2064,402.9115,131.3952,399.4302,84.86,353.3289,276.7085,299.0129,185.7287,123.7848,245.8425,151.6046,214.2463,207.6454,288.2651
1014000007000059,155.2627,95.4853,164.6768,83.7178,143.4951,83.7178,183.5049,60.1826,129.374,74.3037,204.6865,97.8389,115.2529,100.1924,221.1611,177.8584,105.8389,175.5049,228.2217,250.8174,98.7783,248.4639,185.8584,156.6768,143.4951,156.6768,183.5049,203.7471,152.9092,203.7471,176.4443,222.5752,157.6162,222.5752
1007000037000386,313.4453,160.0026,320.5547,150.5234,306.3359,150.5234,330.0338,152.8932,294.487,155.263,348.9922,190.8099,280.2682,195.5495,377.4297,233.4661,251.8307,240.5755,351.362,240.5755,287.3776,231.0964,337.1432,259.5338,292.1172,259.5338,389.2787,306.9297,247.0911,314.0391,375.0599,368.5443,266.0495,373.2838
1003000030000294,133.9111,236.0127,124.6338,236.0127,124.6338,245.29,129.2725,259.2061,129.2725,268.4834,180.2979,259.2061,180.2979,282.3994,249.8779,263.8447,249.8779,300.9541,328.7354,282.3994,324.0967,300.9541,310.1807,259.2061,310.1807,268.4834,347.29,171.0713,342.6514,166.4326,444.7021,110.7686,449.3408,106.1299
1001000022000023,393.2719,392.008,438.8829,262.6371,326.2249,45.2841,361.4695,257.8833,388.2726,114.1793,240.7063,249.6414,336.1896,258.8347,450.6933,247.2084,256.2552,193.1857,143.3737,227.2645,125.6521,286.7197,35.3907,237.8786,340.6613,139.7317,346.4742,203.7505,217.7668,260.5002,220.0891,257.8674,94.0492,183.0543
1007000078000561,302.8652,97.3574,310.1895,92.4746,305.3066,92.4746,324.8379,94.916,319.9551,94.916,334.6035,121.7715,329.7207,121.7715,295.541,165.7168,295.541,168.1582,288.2168,133.9785,290.6582,136.4199,366.3418,195.0137,346.8105,192.5723,310.1895,238.959,302.8652,229.1934,344.3691,304.877,327.2793,287.7871
1005000021000891,931.9216,218.4194,183.8769,59.7815,450.2446,185.4437,419.465,82.4352,660.4128,130.0479,438.3694,122.2621,-144.4187,164.3568,550.4131,299.507,596.762,219.1557,500.7782,197.3049,239.1732,332.9423,309.8431,197.3399,154.7561,306.3562,209.0197,207.4466,225.1089,147.0948,49.9504,202.8124,25.856,305.522
1005000010000073,153.7695,200.9805,147.4023,194.6133,147.4023,194.6133,160.1367,169.1445,166.5039,169.1445,198.3398,169.1445,204.707,162.7773,249.2773,226.4492,242.9102,232.8164,223.8086,296.4883,211.0742,290.1211,338.418,194.6133,338.418,188.2461,408.457,277.3867,408.457,264.6523,516.6992,251.918,503.9648,232.8164
1005000026000988,453.7227,299.543,459.582,299.543,456.6523,296.6133,453.7227,279.0352,453.7227,284.8945,427.3555,270.2461,430.2852,281.9648,395.1289,249.7383,412.707,281.9648,418.5664,311.2617,415.6367,311.2617,348.2539,270.2461,348.2539,284.8945,286.7305,276.1055,283.8008,290.7539,233.9961,264.3867,222.2773,284.8945
1009000001000815,168.9033,210.9912,164.1865,201.5576,164.1865,206.2744,173.6201,182.6904,173.6201,182.6904,216.0713,196.8408,216.0713,182.6904,225.5049,272.3096,225.5049,258.1592,173.6201,272.3096,164.1865,262.876,343.4248,206.2744,338.708,192.124,433.0439,220.4248,433.0439,201.5576,541.5303,234.5752,508.5127,206.2744
1005000026000929,443.041,223.0332,445.9512,220.123,443.041,217.2129,431.4004,202.6621,431.4004,202.6621,405.209,211.3926,411.0293,220.123,396.4785,255.0449,411.0293,272.5059,396.4785,281.2363,413.9395,310.3379,329.5449,234.6738,329.5449,243.4043,277.1621,255.0449,271.3418,266.6855,224.7793,263.7754,210.2285,284.1465
1005000010000185,121.9961,267.0977,116.957,251.9805,116.957,257.0195,127.0352,241.9023,127.0352,231.8242,167.3477,241.9023,172.3867,216.707,232.8555,236.8633,227.8164,236.8633,217.7383,297.332,217.7383,292.293,313.4805,236.8633,308.4414,221.7461,409.2227,287.2539,409.2227,262.0586,525.1211,251.9805,504.9648,236.8633
1007000095000154,287.7363,129.9395,300.002,126.873,293.8691,123.8066,321.4668,139.1387,315.334,136.0723,330.666,172.8691,309.2012,169.8027,296.9355,224.998,290.8027,206.5996,266.2715,185.1348,272.4043,188.2012,379.7285,255.6621,355.1973,255.6621,318.4004,301.6582,296.9355,283.2598,355.1973,375.252,321.4668,335.3887
1005000010000341,165.7627,148.6729,161.085,139.3174,161.085,143.9951,179.7959,129.9619,175.1182,125.2842,221.8955,143.9951,226.5732,134.6396,240.6064,218.8389,249.9619,218.8389,217.2178,298.3604,226.5732,279.6494,357.5498,190.7725,357.5498,181.417,413.6826,284.3271,404.3271,265.6162,525.9482,251.583,511.915,237.5498
1005000015000131,71.9596,151.4206,66.0091,145.47,66.0091,151.4206,77.9102,127.6185,71.9596,139.5195,113.6133,127.6185,113.6133,139.5195,167.168,157.3711,155.2669,163.3216,143.3659,199.0247,155.2669,199.0247,238.5742,169.2721,238.5742,175.2227,333.7826,222.8268,321.8815,228.7773,423.0404,270.431,423.0404,270.431
1006000014000184,302.1849,64.5703,304.6588,62.0964,297.237,62.0964,309.6068,64.5703,294.763,67.0443,319.5026,89.3099,282.3932,86.8359,334.3463,109.1016,262.6016,111.5755,354.138,126.4193,242.8099,126.4193,309.6068,143.737,287.3412,141.263,307.1328,183.3203,287.3412,185.7943,309.6068,227.8516,287.3412,225.3776
1001000053000184,422.7565,250.6732,428.5117,253.5508,425.6341,247.7956,434.2669,267.9388,422.7565,250.6732,414.1237,290.9596,402.6133,262.1836,385.3477,311.1029,370.9596,267.9388,379.5924,273.694,373.8372,250.6732,333.5508,285.2044,333.5508,262.1836,290.3867,233.4075,290.3867,216.1419,261.6107,293.8372,261.6107,276.5716
1001000021000204,271.67,164.7284,540.5047,161.7504,343.7602,117.7535,251.4663,302.0701,42.2921,204.6524,326.7595,321.8577,856.9204,235.6453,279.8087,406.2128,480.5807,294.8158,349.0948,227.2763,442.6061,393.5058,366.6984,365.2145,464.3765,152.1907,239.4094,255.024,86.5185,273.056,53.4755,47.8216,117.3744,197.5325
1002000022000102,60.7137,69.2669,206.9368,106.5225,263.8788,87.2556,243.401,72.3931,309.3596,-9.4419,237.2765,36.907,281.0222,97.9832,257.1092,188.4934,347.2416,196.0743,215.4913,122.7494,350.7096,91.1876,226.2952,118.4911,272.855,60.031,220.404,208.3035,318.7053,261.1682,377.6639,240.9524,313.8583,-54.1308
1003000021000041,64.7754,205.4525,21.6838,132.5481,62.9798,211.2503,38.683,-17.0845,18.6477,42.5441,42.5096,401.1833,44.9948,262.5001,71.568,177.6021,54.4064,178.1755,67.042,363.4367,92.3025,254.4562,134.8124,107.4176,83.51,227.4591,184.067,298.3329,115.3105,78.0344,159.5314,477.0276,110.4105,208.3816
1003000022000720,673.3217,245.6173,849.8258,178.3255,664.4638,202.7778,683.662,135.7415,483.8485,266.723,351.9334,299.7198,396.7185,213.4643,268.6915,289.8615,774.8229,109.3791,609.7499,439.5354,316.4046,375.4806,190.2633,141.7201,521.155,47.3442,389.5699,272.1075,228.9411,421.7091,188.7175,309.0825,133.9161,153.2615
1005000059000046,313.0195,189.8711,323.8008,173.6992,302.2383,184.4805,329.1914,160.2227,294.1523,165.6133,342.668,162.918,269.8945,168.3086,380.4023,208.7383,229.4648,214.1289,356.1445,254.5586,245.6367,268.0352,326.4961,181.7852,283.3711,192.5664,321.1055,246.4727,275.2852,246.4727,310.3242,311.1602,286.0664,265.3398
1001000053001113,439.6299,261.5791,444.7275,266.6768,444.7275,261.5791,442.1787,284.5186,439.6299,271.7744,416.6904,292.165,411.5928,264.1279,383.5557,310.0068,375.9092,259.0303,347.8721,317.6533,347.8721,248.835,342.7744,271.7744,345.3232,251.3838,281.6025,243.7373,279.0537,225.8955,238.2725,292.165,238.2725,271.7744
1002000021000129,127.5303,-32.2028,135.256,58.7368,98.8795,87.5964,91.7158,35.3331,195.9874,133.0724,184.7639,125.3469,106.3752,126.2009,135.046,206.0579,120.0871,134.2675,134.1545,65.6328,35.0125,44.9254,123.6721,157.386,107.819,246.3562,119.754,229.839,70.6355,86.251,99.1281,453.1775,14.9356,23.7418
1006000014000013,299.501,86.4229,301.5029,82.4189,295.4971,82.4189,307.5088,86.4229,291.4932,86.4229,315.5166,110.4463,279.4814,110.4463,321.5225,138.4736,275.4775,140.4756,317.5186,162.4971,277.4795,162.4971,307.5088,168.5029,287.4893,166.501,305.5068,204.5381,287.4893,206.54,303.5049,246.5791,291.4932,246.5791
1001000053000275,436.8711,262.8268,443.5638,269.5195,440.2174,262.8268,436.8711,282.9049,436.8711,276.2122,413.4466,296.2904,410.1003,266.1732,386.6758,309.6758,376.6367,266.1732,383.3294,272.8659,379.9831,256.1341,333.1341,282.9049,336.4805,259.4805,279.5924,239.4023,292.9779,219.3242,239.4362,292.944,262.8607,282.9049
1007000019000519,227.835,93.6982,227.835,87.5068,224.7393,87.5068,209.2607,87.5068,206.165,90.6025,199.9736,118.4639,193.7822,118.4639,252.6006,133.9424,249.5049,133.9424,302.1318,137.0381,302.1318,137.0381,144.251,202.0479,134.9639,198.9521,193.7822,254.6748,190.6865,254.6748,178.3037,319.6846,172.1123,332.0674
1007000000001205,224.6016,184.1953,229.1328,179.6641,220.0703,177.3984,233.6641,175.1328,208.7422,168.3359,226.8672,179.6641,188.3516,184.1953,258.5859,188.7266,220.0703,202.3203,297.1016,195.5234,269.9141,202.3203,192.8828,243.1016,158.8984,245.3672,229.1328,252.1641,186.0859,265.7578,220.0703,299.7422,174.7578,324.6641
1009000041000233,206.0195,268.7617,206.0195,259.2695,202.8555,265.5977,215.5117,249.7773,212.3477,256.1055,234.4961,265.5977,240.8242,256.1055,237.6602,316.2227,240.8242,303.5664,202.8555,316.2227,206.0195,313.0586,316.7617,256.1055,319.9258,252.9414,383.207,278.2539,383.207,278.2539,459.1445,297.2383,455.9805,287.7461
1005000021000258,408.9201,110.196,148.3241,217.938,563.0152,43.6582,407.0642,101.1114,373.3713,259.0888,97.3868,62.4425,416.427,342.2531,347.5627,126.588,495.2461,254.9449,210.1767,312.9547,193.0623,480.5444,249.537,162.3445,77.4918,381.7351,121.9713,252.8742,118.6001,307.8121,85.8563,253.106,21.6787,238.076
1003000022001785,574.0735,262.1219,463.279,85.5113,114.0681,163.3104,765.466,287.5562,719.7361,161.0385,94.6998,256.5356,369.1571,108.6442,361.1687,392.4493,339.5797,304.686,436.7093,285.2159,276.2878,240.3801,-40.7457,283.3213,566.9875,396.3903,581.5931,229.2817,32.9776,233.8228,235.4281,82.9077,333.8368,26.9996
1005000019000353,206.9036,103.4714,219.4818,86.7005,190.1328,86.7005,240.4453,86.7005,169.1693,82.5078,269.7943,149.5911,144.013,145.3984,311.7213,229.2526,106.2786,229.2526,336.8776,304.7213,85.3151,304.7213,227.8672,246.0234,173.362,241.8307,211.0964,287.9505,173.362,292.1432,148.2057,304.7213,148.2057,304.7213
1007000000001105,213.8457,114.6426,216.6387,109.0566,208.2598,111.8496,219.4316,111.8496,197.0879,117.4355,227.8105,139.7793,188.709,145.3652,258.5332,142.5723,211.0527,156.5371,297.6348,139.7793,294.8418,139.7793,194.2949,217.9824,166.3652,217.9824,227.8105,248.7051,188.709,262.6699,219.4316,301.7715,174.7441,324.1152
1003000022000863,423.6892,255.5129,954.6216,173.5702,346.6906,261.5582,703.4445,240.5251,315.3401,332.11,444.8147,186.252,729.5832,198.7262,687.1417,247.4475,286.8707,132.9843,228.0011,408.7109,315.4257,287.9169,308.8781,154.9939,583.8068,181.9068,253.9087,417.3973,477.4574,363.4306,74.3082,324.5744,148.1072,325.8631
1009000068000456,517.9551,189.0293,526.5098,184.752,522.2324,180.4746,509.4004,171.9199,509.4004,163.3652,470.9043,171.9199,475.1816,184.752,449.5176,223.248,479.459,244.6348,488.0137,240.3574,509.4004,240.3574,359.6934,159.0879,359.6934,167.6426,269.8691,201.8613,269.8691,197.584,180.0449,227.5254,175.7676,223.248
1003000099001472,565.1748,237.2471,576.1709,248.2432,576.1709,231.749,576.1709,275.7334,570.6729,231.749,532.1865,281.2314,521.1904,264.7373,471.708,314.2197,444.2178,303.2236,378.2412,314.2197,372.7432,303.2236,383.7393,275.7334,378.2412,259.2393,268.2803,209.7568,268.2803,215.2549,125.3311,220.7529,130.8291,226.251
1003000022001734,647.5322,108.2733,473.4651,92.5209,-61.683,336.162,645.1787,337.5082,470.3726,169.745,736.0823,540.958,318.0069,205.6309,473.9158,382.6292,303.578,219.4783,460.7039,99.4134,311.9231,330.5634,339.5938,46.2905,407.7164,109.9671,344.8525,207.7903,444.3771,352.854,318.3144,322.4126,358.5707,211.9629
1005000026001270,451.4209,279.5205,457.3389,276.5615,457.3389,273.6025,454.3799,261.7666,454.3799,261.7666,427.749,255.8486,427.749,255.8486,404.0771,276.5615,409.9951,279.5205,418.8721,312.0693,415.9131,312.0693,344.8975,258.8076,344.8975,267.6846,285.7178,267.6846,282.7588,279.5205,229.4971,261.7666,220.6201,282.4795
1003000066000127,213.1211,218.4492,205.543,218.4492,205.543,222.2383,213.1211,233.6055,213.1211,244.9727,251.0117,226.0273,251.0117,248.7617,315.4258,222.2383,307.8477,263.918,360.8945,207.082,368.4727,267.707,353.3164,222.2383,353.3164,241.1836,425.3086,199.5039,425.3086,207.082,512.457,218.4492,512.457,214.6602
1001000022000178,157.9165,267.4678,408.5424,226.6321,146.2363,259.6643,377.1632,300.2164,346.3964,213.4169,617.9729,213.8894,630.9549,289.717,408.8818,269.2151,180.9549,168.4596,327.6752,184.4612,148.9281,240.6045,355.0825,236.9178,184.6397,347.0989,98.4779,249.5958,152.5332,121.1954,253.1064,336.3204,115.2117,258.1404
1009000041000110,208.1836,265.5977,201.8555,262.4336,205.0195,265.5977,211.3477,256.1055,211.3477,249.7773,236.6602,262.4336,239.8242,252.9414,239.8242,316.2227,239.8242,303.5664,205.0195,316.2227,208.1836,306.7305,318.9258,256.1055,318.9258,252.9414,382.207,278.2539,382.207,278.2539,458.1445,297.2383,451.8164,284.582
1003000066000103,208.2734,214.1328,205.0703,217.3359,201.8672,220.5391,211.4766,233.3516,211.4766,239.7578,249.9141,223.7422,246.7109,246.1641,310.7734,220.5391,307.5703,265.3828,342.8047,191.7109,365.2266,262.1797,339.6016,220.5391,342.8047,239.7578,371.6328,150.0703,374.8359,162.8828,445.3047,98.8203,451.7109,111.6328
1001000022000411,392.7123,268.5665,545.7956,128.4884,186.8386,156.1701,830.4224,113.4081,557.6143,236.6123,190.3715,416.4571,314.7522,79.2334,261.9258,258.7283,452.4029,277.9138,302.5068,79.3427,527.4513,223.1428,374.5623,266.0927,290.5324,219.0005,134.9259,71.3797,196.9382,80.458,213.2849,402.1354,302.7498,346.8087
1007000016000162,135.3477,51.9336,135.3477,45.4492,132.1055,45.4492,112.6523,48.6914,115.8945,48.6914,115.8945,77.8711,115.8945,77.8711,128.8633,123.2617,135.3477,129.7461,148.3164,94.082,145.0742,94.082,102.9258,158.9258,102.9258,158.9258,122.3789,227.0117,125.6211,230.2539,115.8945,288.6133,119.1367,311.3086
1007000048000314,348.6016,97.9766,351.9609,94.6172,351.9609,94.6172,365.3984,108.0547,375.4766,108.0547,362.0391,145.0078,378.8359,138.2891,328.4453,185.3203,345.2422,165.1641,298.2109,168.5234,311.6484,158.4453,415.7891,218.9141,425.8672,208.8359,362.0391,265.9453,365.3984,235.7109,382.1953,333.1328,385.5547,299.5391
1007000016000089,134.5186,57.333,134.5186,51.1025,131.4033,51.1025,115.8271,54.2178,118.9424,54.2178,112.7119,82.2549,112.7119,85.3701,134.5186,125.8682,137.6338,128.9834,143.8643,97.8311,146.9795,97.8311,97.1357,163.251,94.0205,166.3662,122.0576,228.6709,125.1729,231.7861,112.7119,290.9756,118.9424,309.667
1005000010000286,118.5283,254.0439,113.4404,243.8682,113.4404,248.9561,128.7041,228.6045,128.7041,223.5166,169.4072,233.6924,174.4951,213.3408,235.5498,233.6924,230.4619,233.6924,220.2861,299.835,210.1104,299.835,316.9561,233.6924,311.8682,223.5166,413.626,289.6592,408.5381,264.2197,525.5596,254.0439,510.2959,233.6924
1009000068001667,515.9258,183.3398,524.4414,183.3398,520.1836,170.5664,520.1836,183.3398,507.4102,157.793,473.3477,162.0508,477.6055,183.3398,464.832,225.918,481.8633,247.207,498.8945,238.6914,507.4102,242.9492,362.6445,170.5664,362.6445,174.8242,273.2305,200.3711,273.2305,204.6289,179.5586,221.6602,179.5586,221.6602
1002000022000132,194.2631,30.5196,343.2587,40.055,353.1942,85.8001,265.9151,87.6526,173.0399,103.4354,290.6746,61.3992,259.384,149.7732,440.5691,231.3181,221.6744,144.468,468.9023,84.1352,243.2632,221.949,133.2845,220.8557,635.6452,172.283,404.4592,382.0296,379.4725,163.9306,300.9788,165.3956,381.4821,430.9808
1009000035000207,294.8975,96.333,306.7334,84.4971,283.0615,84.4971,324.4873,72.6611,265.3076,72.6611,342.2412,120.0049,235.7178,114.0869,342.2412,214.6924,226.8408,211.7334,354.0771,306.4209,223.8818,309.3799,294.8975,173.2666,241.6357,167.3486,280.1025,238.3643,229.7998,223.5693,271.2256,267.9541,223.8818,309.3799
1003000021000387,77.5233,260.2373,72.4944,53.9566,36.2505,86.0652,62.4695,211.0055,42.4106,422.8376,70.1272,399.9423,42.4803,362.4772,113.3557,349.6011,67.2434,60.9647,3.2169,212.3321,40.7781,156.2785,158.1074,-4.272,27.2423,364.1302,152.919,171.0923,102.3751,279.1049,117.3473,322.5125,222.9977,-18.1156
1007000007000205,302.7373,89.0615,302.7373,83.3389,299.876,83.3389,285.5693,83.3389,285.5693,80.4775,276.9854,109.0908,279.8467,111.9521,299.876,152.0107,308.46,146.2881,308.46,109.0908,314.1826,114.8135,259.8174,186.3467,265.54,186.3467,279.8467,240.7119,291.292,240.7119,268.4014,295.0771,271.2627,309.3838
1009000066001164,485.9111,186.374,496.6338,181.0127,491.2725,175.6514,485.9111,159.5674,480.5498,154.2061,426.9365,170.29,426.9365,164.9287,437.6592,250.71,443.0205,256.0713,496.6338,261.4326,496.6338,261.4326,303.626,218.542,303.626,191.7354,174.9541,223.9033,174.9541,223.9033,67.7275,229.2646,67.7275,229.2646
1001000021000707,174.6244,430.9263,40.1595,82.1779,522.0938,339.248,230.9673,26.7493,576.7927,347.4589,451.2163,399.8069,502.9749,441.2896,453.3098,173.8991,494.1006,268.8209,739.3238,352.655,650.2842,342.9208,263.8637,462.7535,231.3276,281.3763,229.3269,135.6652,186.4566,178.9649,267.449,366.5288,402.9182,139.9725
1007000016000520,141.3516,63.6016,138.3047,57.5078,135.2578,57.5078,120.0234,60.5547,123.0703,60.5547,113.9297,91.0234,116.9766,94.0703,135.2578,136.7266,144.3984,136.7266,147.4453,115.3984,153.5391,106.2578,95.6484,170.2422,92.6016,170.2422,123.0703,231.1797,135.2578,234.2266,116.9766,286.0234,120.0234,310.3984
1007000048001762,347.333,48.0283,354.2666,44.5615,350.7998,44.5615,368.1338,51.4951,371.6006,51.4951,375.0674,89.6299,368.1338,86.1631,385.4678,141.6318,350.7998,138.165,378.5342,190.167,329.999,162.4326,364.667,186.7002,361.2002,186.7002,361.2002,262.9697,361.2002,256.0361,368.1338,335.7725,364.667,308.0381
1009000035000065,303.1084,83.3506,315.8037,67.4814,290.4131,67.4814,328.499,57.96,271.3701,57.96,347.542,115.0889,239.6318,108.7412,344.3682,210.3037,233.2842,213.4775,350.7158,305.5186,230.1104,302.3447,296.7607,178.5654,242.8057,181.7393,280.8916,280.1279,249.1533,315.04,258.6748,229.3467,230.1104,280.1279
1007000095000305,294.1709,44.5244,304.6885,37.5127,297.6768,37.5127,329.2295,44.5244,315.2061,44.5244,339.7471,86.5947,311.7002,93.6064,364.2881,146.1943,318.7119,153.2061,318.7119,174.2412,290.665,167.2295,350.2646,198.7822,325.7236,202.2881,343.2529,282.9229,318.7119,279.417,360.7822,367.0635,325.7236,349.5342
1003000022002089,190.1589,230.3111,301.7157,360.5638,114.4472,377.2691,495.9261,319.6517,580.8036,201.5424,344.971,59.2004,368.4101,572.532,302.9931,82.9109,609.8055,186.8223,295.2173,279.249,372.1035,291.4307,560.4409,96.9252,385.0838,545.4338,509.8022,178.5301,262.724,129.8396,7.8639,102.3927,118.1111,63.9225
1005000021000247,2.6317,117.7551,830.1406,236.9696,686.9756,255.5027,-43.4153,-15.2318,344.1533,248.3725,364.2252,50.0753,363.9386,103.4892,347.4427,208.9931,293.6258,394.0625,207.294,233.8607,16.4623,252.1218,-47.9167,66.7288,460.2837,357.1373,222.9332,345.1094,75.3469,491.9282,58.5923,339.4173,43.266,295.6094
1009000041000220,206.9053,270.46,203.751,260.9971,200.5967,267.3057,216.3682,248.3799,210.0596,254.6885,235.294,264.1514,238.4483,254.6885,238.4483,314.6201,238.4483,302.0029,203.751,317.7744,206.9053,311.4658,320.46,254.6885,320.46,251.5342,383.5459,276.7686,383.5459,276.7686,459.249,295.6943,456.0947,286.2314
1009000041000208,208.1836,270.4258,205.0195,260.9336,201.8555,267.2617,214.5117,248.2773,211.3477,254.6055,233.4961,264.0977,236.6602,254.6055,239.8242,314.7227,239.8242,302.0664,205.0195,314.7227,205.0195,308.3945,318.9258,254.6055,318.9258,251.4414,382.207,279.918,382.207,276.7539,458.1445,295.7383,454.9805,286.2461
1001000022000142,399.3981,310.9805,408.7087,5.5653,641.1127,139.0744,655.4926,49.4565,416.4371,331.893,283.4125,353.8431,-27.6603,143.0755,81.0543,214.0752,122.2468,330.6738,259.1585,321.8095,105.7385,279.5681,479.6907,342.8109,234.2199,266.0612,196.4597,70.031,220.3045,172.739,344.1342,380.6997,174.8656,76.3006
1005000021000158,676.8357,161.6055,789.8687,145.6765,538.5017,230.2752,149.0632,149.59,394.0698,175.1523,519.433,303.5072,343.982,-10.0581,279.7801,296.8463,461.2097,566.0397,307.7359,425.0793,340.715,654.1256,376.3655,250.9563,160.4949,339.5943,9.7288,400.6111,144.8248,379.7673,118.7077,179.0351,-27.8418,385.9475
1003000022000672,199.3567,242.7322,486.0678,415.3396,468.1201,122.0298,308.2831,165.1851,75.9107,295.8143,145.5324,370.8292,156.2913,152.6298,393.9714,343.585,602.0593,461.4202,488.8211,390.9649,323.9941,327.0157,196.5715,142.1224,428.7342,402.2837,376.4529,341.0874,160.1105,179.3657,245.6178,110.9099,524.9639,-72.4893
1003000030000468,135.2676,231.5605,125.6191,236.3848,125.6191,241.209,130.4434,260.5059,130.4434,270.1543,178.6855,255.6816,183.5098,279.8027,260.6973,255.6816,251.0488,303.9238,323.4121,236.3848,323.4121,299.0996,308.9395,255.6816,313.7637,270.1543,362.0059,178.4941,362.0059,173.6699,468.1387,130.252,472.9629,125.4277
1009000095001840,119.1016,165.9141,114.6484,157.0078,114.6484,161.4609,132.4609,134.7422,136.9141,139.1953,168.0859,157.0078,172.5391,139.1953,185.8984,228.2578,190.3516,205.9922,132.4609,228.2578,154.7266,205.9922,288.3203,165.9141,288.3203,152.5547,381.8359,179.2734,377.3828,170.3672,475.3516,183.7266,461.9922,157.0078
1003000066000233,214.1367,216.3477,206.8711,216.3477,206.8711,223.6133,214.1367,230.8789,214.1367,241.7773,254.0977,223.6133,250.4648,249.043,312.2227,216.3477,308.5898,267.207,359.4492,212.7148,366.7148,267.207,352.1836,223.6133,352.1836,241.7773,417.5742,187.2852,421.207,198.1836,504.7617,194.5508,508.3945,198.1836
1001000021000356,416.404,355.3218,41.0214,587.4841,527.6108,172.0959,129.1886,381.0327,616.6622,319.6626,554.7969,292.0652,363.7897,382.5658,143.8445,456.5454,392.1694,288.3698,681.3124,454.3717,269.126,354.8289,228.5743,95.7278,375.4384,296.992,305.5351,274.9889,78.9564,109.3177,165.0991,380.0199,170.1467,439.3445
